id,name,zone,ubicacion_full,distrito2,calle,barrio,barrio2,distrito,area,price,price_before,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,aire,exterior,datalles2,cp,actualizacion,actualizacion2,extract_day
90957653,Alquiler de Piso en calle de Joaquín Costa,"El Raval, Barcelona","Calle de Joaquín Costa||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Calle de Joaquín Costa,Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",1550,1550,70,2,1,0,1,segunda mano/buen estado,,0,1,1,3,1,1,1,0,||aire acondicionado||||no indicado|||,08001,Anuncio actualizado hace 51 minutos,Anuncio actualizado el 1 de noviembre,2022-11-01
99366144,Alquiler de Piso en calle Nou de la Rambla,"El Raval, Barcelona","Calle Nou de la Rambla||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Calle Nou de la Rambla,Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",1300,1300,60,1,1,0,1,segunda mano/buen estado,,0,1,1,3,1,0,1,1,||aire acondicionado||||consumo: |55 kwh/m² año|||emisiones: |135 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace una hora,Anuncio actualizado el 1 de noviembre,2022-11-01
81170669,Alquiler de Piso en calle de Pelai,"El Raval, Barcelona","Calle de Pelai||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Calle de Pelai,Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",1395,1395,42,1,1,1,1,segunda mano/buen estado,,0,1,1,4,1,0,1,1,||aire acondicionado||||consumo: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace 52 minutos,Anuncio actualizado el 1 de noviembre,2022-11-01
99124492,"Alquiler de Piso en Reina Amalia, 41","El Raval, Barcelona","Reina Amalia, 41||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,"Reina Amalia, 41",Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",1900,1900,85,3,2,0,0,segunda mano/buen estado,,1,1,1,1,0,1,1,1,||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace 8 horas,Anuncio actualizado el 1 de noviembre,2022-11-01
39345471,Alquiler de Piso en calle dels tallers,"El Raval, Barcelona","Calle dels tallers||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Calle dels tallers,Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",1495,1495,75,2,1,0,1,segunda mano/buen estado,,0,1,1,0,0,0,1,1,||aire acondicionado||||consumo: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace 52 minutos,Anuncio actualizado el 1 de noviembre,2022-11-01
98238823,Alquiler de Estudio en calle dels Tallers,"El Raval, Barcelona","Calle dels Tallers||Urb. Ciutat vella||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Calle dels Tallers,Urb. Ciutat vella,Barrio El Raval,Barrio El Raval,Barcelona,1675,1675,149,0,1,0,1,segunda mano/buen estado,,0,0,0,3,0,1,1,1,||aire acondicionado||||inmueble exento|||,08001,Anuncio actualizado hace 10 horas,Anuncio actualizado el 1 de noviembre,2022-11-01
97507000,"Alquiler de Piso en calle de la Reina Amàlia, 15","El Raval, Barcelona","Calle de la Reina Amàlia, 15||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,"Calle de la Reina Amàlia, 15",Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",2000,2000,80,2,2,1,1,segunda mano/buen estado,2021,0,1,1,2,1,1,0,1,||aire acondicionado|||piscina|||zonas verdes||||consumo: |35 kwh/m² año|||emisiones: |6 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace una hora,Anuncio actualizado el 1 de noviembre,2022-11-01
98830628,Alquiler de Piso en calle de la Cera,"El Raval, Barcelona","Calle de la Cera||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Calle de la Cera,Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",1380,1380,85,4,1,0,1,segunda mano/buen estado,,1,1,1,4,1,0,1,1,||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace 10 horas,Anuncio actualizado el 1 de noviembre,2022-11-01
99381466,"Alquiler de Piso en Urb. Rb Raval, El Raval","Ciutat Vella, Barcelona","Urb. Rb Raval||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Urb. Rb Raval,Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",840,840,45,2,1,0,0,segunda mano/buen estado,,0,0,0,2,0,0,0,0,||consumo: |394 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace 8 horas,Anuncio actualizado el 1 de noviembre,2022-11-01
99257413,Alquiler de Piso en calle de Gravina,"El Raval, Barcelona","Calle de Gravina||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Calle de Gravina,Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",3350,3350,106,3,2,0,1,segunda mano/buen estado,2007,1,1,1,1,1,1,1,1,||aire acondicionado||||consumo: |88 kwh/m² año|||emisiones: |25 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace 10 horas,Anuncio actualizado el 1 de noviembre,2022-11-01
99378479,"Alquiler de Ático en avenida del Paralelo, 74","El Raval, Barcelona","Avenida del Paralelo, 74||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,"Avenida del Paralelo, 74",Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",1200,1200,55,2,1,1,0,segunda mano/buen estado,1978,1,1,1,9,0,1,1,1,||aire acondicionado||||en trámite|||,08001,Anuncio actualizado hace 16 horas,Anuncio actualizado el 31 de octubre,2022-11-01
91310338,Alquiler de Piso en plaza de la Gardunya,"El Raval, Barcelona","Plaza de la Gardunya||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Plaza de la Gardunya,Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",1900,1900,70,2,1,1,1,segunda mano/buen estado,2019,1,1,1,4,1,1,1,1,"||aire acondicionado||||consumo: |46,7 kwh/m² año|||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",08001,Anuncio actualizado hace 11 horas,Anuncio actualizado el 31 de octubre,2022-11-01
88737373,"Alquiler de Piso en calle de les Flors, 16","El Raval, Barcelona","Calle de les Flors, 16||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,"Calle de les Flors, 16",Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",750,750,35,1,1,0,0,segunda mano/buen estado,,0,1,1,1,0,0,1,0,||aire acondicionado||||consumo: |164 kwh/m² año|||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace 16 horas,Anuncio actualizado el 31 de octubre,2022-11-01
99294292,Alquiler de Piso en calle d'En Roig,"El Raval, Barcelona","Calle d'En Roig||Barrio El Raval||Distrito Ciutat Vella||Barcelona||Área de Barcelona, Barcelona",Distrito Ciutat Vella,Calle d'En Roig,Barrio El Raval,Barrio El Raval,Distrito Ciutat Vella,"Área de Barcelona, Barcelona",960,960,65,2,1,0,0,segunda mano/buen estado,,0,0,0,4,0,0,0,1,||consumo: |999 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08001,Anuncio actualizado hace 17 horas,Anuncio actualizado el 31 de octubre,2022-11-01
